"가구별일련번호","가구구분코드","노인가구여부","가구주_연령","주택소유유무","소득"
01108,2,1,89,2,555500
01109,1,0,40,2,2668517
01109,1,0,50,2,9651344
01109,1,0,58,2,2843967
01109,2,1,79,2,646850
01110,1,0,57,2,5550000
01110,2,0,42,2,2465774
01110,2,0,60,2,1094640
01110,2,1,71,2,786040
01111,1,0,40,2,1965878
01111,1,0,49,2,2344702
01111,2,1,65,2,3732493
01111,2,1,86,1,3022100
01112,1,0,23,2,2430778
01112,1,0,54,1,4550000
01112,1,0,65,1,1885000
01112,2,1,68,1,773097
01113,2,0,62,1,3068195
01113,2,0,64,2,1111880
01113,2,1,70,1,5189050
01113,2,1,73,1,877143
01114,2,0,60,1,3069300
01114,2,1,67,2,1624007
01114,2,1,68,2,1306533
01114,2,1,72,1,4014677
01115,1,0,36,2,1541407
01115,1,0,46,1,7616667
01115,1,0,49,1,5312243
01115,1,1,70,1,1605533
01116,1,0,45,1,6951487
01116,1,0,51,1,8365696
01116,1,0,58,1,9319033
01116,2,0,37,2,1250236
01117,2,0,33,2,2000000
01117,2,0,48,1,3535000
01117,2,0,55,2,776267
01117,2,0,64,1,0
01118,1,0,23,2,14429043
01118,1,0,40,2,150000
01118,2,0,36,2,4961170
01118,2,1,78,1,4540030
01119,1,0,31,2,1200000
01119,1,0,57,1,10012613
01119,2,0,49,2,997800
01119,2,0,56,1,3600000
01120,1,0,36,1,3166667
01120,1,0,42,1,4688460
01120,1,0,51,1,9012670
01120,2,1,81,1,321427
01121,1,0,28,1,3778000
01121,1,0,46,1,5431240
01121,2,0,56,1,10150617
01121,2,0,62,1,3821500
01122,1,0,50,2,4072000
01122,1,0,56,1,6234100
01122,2,0,63,1,2640630
01122,2,1,83,1,1209303
01123,2,0,50,1,1973500
01123,2,0,61,1,200000
01123,2,0,62,1,6097310
01123,2,1,84,1,306667
01124,1,0,39,2,2440000
01124,1,0,42,1,4937000
01124,2,0,37,2,5475000
01124,2,1,68,2,2204800
01125,1,0,46,1,7531333
01125,1,0,68,1,3579533
01125,2,0,34,2,0
01125,2,0,57,1,14093700
01126,1,0,38,2,4244300
01126,1,0,43,1,4568167
01126,2,0,34,2,1033000
01126,2,0,62,1,2323570
01127,1,0,30,1,6497517
01127,1,0,57,2,4601945
01127,1,0,60,1,4733935
01127,2,0,62,2,576160
01128,1,0,32,2,5734800
01128,1,0,46,2,4720000
01128,2,1,82,1,2067000
01128,2,1,85,2,1008838
01129,1,0,34,2,2716660
01129,1,0,57,1,2640500
01129,2,0,27,2,425867
01129,2,0,55,1,1933333
01130,1,0,37,2,1633000
01130,1,0,45,1,6350000
01130,1,0,72,1,740000
01130,2,1,71,1,940000
01131,1,0,31,2,4490526
01131,1,0,46,2,3550000
01131,2,0,42,2,2872138
01131,2,1,88,2,699200
01132,2,0,50,1,3000000
01132,2,1,65,2,2615860
01132,2,1,79,1,723093
01132,2,1,80,2,579787
01133,1,0,23,2,2591705
01133,1,0,46,1,5733333
01133,1,0,57,2,5000000
01133,1,0,59,1,3685333
01134,1,1,65,1,2168093
01134,1,1,65,1,2303900
01134,2,0,65,1,3710000
01134,2,1,87,1,2920100
01135,1,0,47,1,4827200
01135,1,0,51,1,7018953
01135,2,0,46,1,5779670
01135,2,1,75,1,1087000
01136,1,0,43,1,2822853
01136,1,0,58,2,0
01136,2,0,65,1,794600
01136,2,0,67,1,5066667
01137,1,0,54,2,6377333
01137,2,0,37,2,4661349
01137,2,0,50,2,1250000
01137,2,0,64,2,821740
01138,1,0,44,1,5087683
01138,1,0,55,2,2255637
01138,1,0,60,1,579392
01138,2,1,68,2,1285300
01139,1,0,36,2,1366075
01139,1,0,40,1,3769210
01139,2,0,25,2,4500377
01139,2,1,68,1,1442880
01140,1,0,60,1,5066370
01140,2,0,37,2,946233
01140,2,0,56,1,1950000
01140,2,0,58,1,8015000
01141,1,0,28,2,2733800
01141,2,0,55,2,1555580
01141,2,1,66,1,1576713
01141,2,1,81,1,554760
01142,1,0,41,1,5728753
01142,1,0,57,2,4711000
01142,2,0,56,1,10626187
01142,2,0,63,2,2400000
01143,1,0,46,2,4485000
01143,2,0,46,2,4188333
01143,2,0,72,1,1561810
01143,2,1,83,1,2040000
01144,1,0,34,2,2845648
01144,1,0,57,1,5600000
01144,2,1,79,1,2893090
01144,2,1,84,1,280000
01145,1,0,37,2,2096667
01145,1,0,39,1,3589060
01145,1,0,42,1,4798000
01145,2,0,77,1,3301870
01146,1,0,32,2,4952111
01146,1,0,41,1,1034760
01146,1,1,73,1,1129760
01146,2,0,48,1,1581980
01147,1,0,50,2,3406000
01147,1,0,52,2,2800000
01147,1,0,59,1,4749000
01147,2,0,58,2,3511095
01148,1,0,51,2,5492290
01148,1,0,66,1,4431080
01148,1,1,65,1,1954760
01148,2,0,63,1,7755506
01149,1,0,39,2,3436380
01149,1,0,43,2,2675540
01149,1,0,52,2,1850000
01149,2,1,69,1,1185860
01150,1,1,68,1,2883673
01150,2,0,22,2,700000
01150,2,0,55,2,2000000
01150,2,1,82,1,1252307
01151,1,0,63,1,2196503
01151,1,0,64,1,9554953
01151,2,0,44,2,0
01151,2,1,86,1,904760
01152,1,0,25,2,3846755
01152,1,0,32,2,6397043
01152,1,0,46,1,7488000
01152,1,0,65,1,6971139
01153,1,0,23,2,2282720
01153,1,0,39,2,3690473
01153,1,0,57,1,3900000
01153,1,0,59,1,1975000
01154,1,0,30,1,5476517
01154,1,0,38,1,4205180
01154,1,0,41,2,4265539
01154,2,1,80,1,780000
01155,1,0,43,1,2555960
01155,1,0,59,2,776667
01155,2,0,66,1,2653070
01155,2,1,82,1,2509037
01156,1,0,55,2,5591125
01156,1,0,57,1,2590500
01156,1,0,64,2,1979437
01156,2,0,42,2,1475333
01157,1,0,29,2,3444725
01157,1,0,46,1,6250000
01157,1,0,56,2,1922520
01157,2,0,51,2,6626853
01158,1,1,66,1,2014410
01158,1,1,78,2,2784570
01158,2,0,26,2,4691317
01158,2,0,33,2,0
01159,1,0,52,2,1920000
01159,2,0,28,2,0
01159,2,0,58,1,12930000
01159,2,1,75,1,1137000
01160,1,0,28,2,2397967
01160,1,0,65,1,4059000
01160,2,0,61,2,594333
01160,2,0,68,2,954707
01161,1,0,24,2,1980235
01161,1,0,41,1,5706497
01161,1,0,58,2,1820000
01161,2,0,48,2,1235333
01162,1,0,55,2,3637180
01162,1,0,56,1,7088589
01162,1,0,60,1,2260935
01162,2,0,49,2,2503855
01163,1,0,52,2,2576304
01163,1,0,58,1,9648008
01163,1,1,65,2,3725710
01163,2,1,67,2,1111670
01164,1,0,42,1,4429960
01164,1,0,45,2,3798400
01164,2,0,57,1,3100000
01164,2,1,72,1,1930000
01165,1,0,46,1,5354000
01165,1,0,50,2,2125070
01165,1,0,62,1,2888240
01165,2,0,52,2,2350000
01166,1,0,51,2,5628957
01166,1,0,62,2,1261571
01166,2,0,63,1,3395630
01166,2,0,71,1,464010
01167,1,0,44,2,3394962
01167,1,0,45,1,6387500
01167,2,0,62,1,5697470
01167,2,1,67,1,3266667
01168,1,0,22,2,638136
01168,2,0,38,2,7000000
01168,2,0,45,2,1100000
01168,2,0,50,1,400000
01169,2,0,44,2,0
01169,2,0,54,2,1500000
01169,2,0,57,1,6667355
01169,2,0,57,1,8741133
01170,1,0,50,1,20834515
01170,1,0,66,1,6838913
01170,2,0,63,1,1230188
01170,2,1,67,1,731560
01171,1,0,47,2,23107700
01171,1,0,57,2,4291000
01171,1,0,61,1,13964130
01171,2,1,82,1,487333
01172,1,0,46,2,4450000
01172,1,0,49,1,7030000
01172,1,0,57,1,5760000
01172,2,0,64,1,3755750
01173,1,0,34,2,2807705
01173,1,0,43,1,5407643
01173,1,0,45,1,3600000
01173,1,0,58,1,2333450
01174,1,0,38,2,2058500
01174,1,0,51,1,4503050
01174,1,1,65,2,2687000
01174,2,0,66,1,4255040
01175,1,0,32,2,5065388
01175,1,0,49,1,9758380
01175,1,0,77,2,2451891
01175,2,0,19,2,338500
01176,1,0,52,2,1825854
01176,1,0,59,2,2303907
01176,1,0,64,2,1534960
01176,2,0,65,1,3956627
01177,2,0,51,2,5752360
01177,2,0,57,1,1902677
01177,2,1,77,1,2480000
01177,2,1,82,1,1385640
01178,1,0,64,1,9907620
01178,1,1,78,2,1432930
01178,2,0,59,1,6500000
01178,2,1,85,1,1520417
01179,1,0,25,2,3205880
01179,1,0,42,1,16129280
01179,2,0,60,2,21265121
01179,2,1,71,1,1989790
01180,1,0,60,1,1849917
01180,1,0,61,1,2670000
01180,2,0,46,2,253680
01180,2,0,60,1,4630000
01181,1,0,39,1,8071277
01181,1,0,40,2,2066819
01181,1,0,41,2,4348333
01181,1,0,50,2,1797500
01182,1,0,52,2,1374500
01182,1,0,54,1,5867190
01182,1,0,56,2,2576513
01182,2,0,38,2,2207533
01183,1,0,54,1,4100000
01183,1,1,65,2,3508980
01183,2,0,52,1,4440480
01183,2,0,62,2,783473
01184,1,0,45,2,2280763
01184,2,0,48,2,1273153
01184,2,0,73,1,1376730
01184,2,1,88,1,1802000
01185,1,0,30,2,3722800
01185,1,0,39,1,7520335
01185,1,0,60,1,2258520
01185,2,0,60,1,2209970
01186,1,0,45,1,5936333
01186,1,0,49,1,4877980
01186,1,0,49,2,5437484
01186,2,0,43,1,4244185
01187,1,0,30,2,2874384
01187,1,0,44,1,9538764
01187,1,0,45,1,6778085
01187,2,0,50,1,2100000
01188,1,0,50,1,4826860
01188,1,0,50,2,1715210
01188,1,0,55,1,9358400
01188,2,0,57,1,6566667
01189,1,0,50,1,13279387
01189,1,0,51,2,5092290
01189,2,0,39,1,5600000
01189,2,1,75,1,1080000
01190,1,0,37,1,5472300
01190,1,0,44,2,2475540
01190,1,0,47,2,23480000
01190,1,0,65,1,5798964
01191,1,0,46,1,5708715
01191,1,0,49,1,8766667
01191,1,1,68,1,1611510
01191,2,0,22,2,600000
01192,1,0,37,1,1300000
01192,2,0,45,2,0
01192,2,0,57,1,2652289
01192,2,1,70,1,840130
01193,1,0,36,1,4182353
01193,1,0,52,2,3963620
01193,2,0,61,1,2333333
01193,2,1,85,1,1253750
01194,1,0,59,2,2436667
01194,2,0,51,2,5450000
01194,2,0,60,2,11337064
01194,2,0,62,1,4701083
01195,1,0,57,1,7179507
01195,2,0,55,2,2698923
01195,2,0,59,1,2940000
01195,2,0,62,1,7974080
01196,1,0,21,2,2713333
01196,1,0,43,1,6310000
01196,2,1,81,1,1116667
01196,2,1,82,1,554000
01197,1,0,35,1,3429860
01197,1,0,57,1,4436667
01197,1,0,64,2,3933333
01197,2,0,60,1,4000000
01198,1,0,32,2,9502383
01198,1,0,35,1,4790000
01198,1,0,59,1,2263965
01198,2,0,45,2,33333
01199,1,0,35,2,1980630
01199,1,0,51,1,4233333
01199,1,0,60,2,3385000
01199,2,0,50,1,4546310
01200,1,0,32,2,3200000
01200,1,0,70,1,5246780
01200,2,0,19,2,232137
01200,2,0,53,1,7578000
01201,1,0,26,2,2087775
01201,1,0,32,2,6603133
01201,1,0,51,1,7359183
01201,2,1,72,1,1989790
01202,1,0,45,2,3506078
01202,1,0,61,1,2270000
01202,2,0,46,2,474150
01202,2,0,53,1,4333333
01203,1,0,40,2,1987763
01203,1,0,59,1,2166667
01203,2,0,44,2,3319500
01203,2,1,73,2,2822897
01204,2,0,38,2,1517886
01204,2,0,48,1,5000000
01204,2,0,55,1,2000000
01204,2,0,65,1,3282720
01205,1,0,47,1,5979735
01205,2,1,71,1,1630000
01205,2,1,73,1,1523000
01205,2,1,74,2,400000
01206,1,0,43,2,6884790
01206,1,0,46,2,4050000
01206,1,0,63,1,1663290
01206,2,0,49,2,8800000
01207,1,0,35,1,6285000
01207,1,0,50,1,4647120
01207,1,0,63,2,300000
01207,2,1,79,1,1154760
01208,1,0,43,1,8102557
01208,1,0,45,1,5700000
01208,1,0,46,1,5700000
01208,2,1,75,1,1452667
01209,1,0,49,1,5721317
01209,1,0,65,1,4696532
01209,2,0,50,1,2000000
01209,2,0,58,1,5450000
01210,1,0,42,1,4231250
01210,1,1,68,1,2006760
01210,2,0,52,1,12236187
01210,2,0,57,1,6108170
01211,1,0,50,1,10497275
01211,1,0,58,1,7787397
01211,2,0,38,1,4000000
01211,2,1,71,1,1270130
01212,1,0,47,1,6159130
01212,1,0,47,1,7366430
01212,1,0,47,2,23200000
01212,1,0,55,2,5066500
01213,1,0,48,1,4520900
01213,1,0,49,1,7000000
01213,1,0,70,1,1977340
01213,2,0,39,2,1766667
01214,1,0,38,2,1835020
01214,2,0,33,2,1950000
01214,2,0,46,1,6137309
01214,2,0,55,2,2216663
01215,1,0,21,2,2500000
01215,1,0,32,2,797500
01215,2,0,67,1,5200000
01215,2,1,75,1,671867
01216,1,0,57,1,7170000
01216,1,0,64,2,3900000
01216,2,0,33,2,1106133
01216,2,0,50,2,1100000
01217,1,0,60,1,1132063
01217,1,0,70,1,4446780
01217,2,0,45,2,60000
01217,2,0,52,2,629515
01218,1,0,35,2,1863980
01218,1,0,57,1,5908333
01218,1,1,67,1,3358503
01218,2,0,61,1,1921000
01219,1,0,32,2,2996667
01219,1,0,32,2,3043396
01219,1,0,39,1,6122233
01219,2,1,77,2,2567822
01220,1,0,26,2,2338000
01220,1,0,58,1,5167632
01220,1,0,60,1,4668000
01220,1,1,73,1,1330000
01221,1,0,32,2,6517400
01221,2,0,58,2,4243100
01221,2,0,78,1,3121270
01221,2,1,74,2,303550
01222,1,0,45,2,3265443
01222,1,0,56,1,2867230
01222,2,0,42,1,1326201
01222,2,0,51,2,3148190
01223,1,0,52,2,2810000
01223,2,0,44,2,2350000
01223,2,0,49,2,8902287
01223,2,0,53,1,3607850
01224,1,0,32,2,6705800
01224,1,0,42,1,5568383
01224,2,0,63,1,5288839
01224,2,1,83,2,683695
01225,1,0,39,2,5787900
01225,1,0,50,1,4566150
01225,1,0,61,1,1088070
01225,2,0,58,1,5066667
01226,1,0,42,1,3911817
01226,2,0,68,1,1687250
01226,2,1,69,1,2759540
01226,2,1,75,1,1558000
01227,1,0,65,1,5578500
01227,2,0,38,1,5266667
01227,2,0,51,2,4264490
01227,2,0,63,1,2295310
01228,1,0,32,2,5897420
01228,1,0,47,1,6731180
01228,1,1,68,1,1920510
01228,2,0,56,1,480000
01229,1,0,23,2,2483895
01229,1,0,48,1,4326000
01229,1,0,60,1,1044500
01229,2,1,71,1,1265130
01230,1,0,41,1,2828790
01230,2,0,47,1,8800000
01230,2,0,50,2,1000000
01230,2,0,67,2,3100230
01231,1,0,58,1,5576680
01231,1,0,60,1,1404760
01231,2,0,64,1,2451450
01231,2,1,78,1,816667
01232,1,1,76,1,1218283
01232,2,0,44,2,3600000
01232,2,0,65,1,3574340
01232,2,1,71,1,4629552
01233,1,0,43,1,6780000
01233,1,0,49,1,3425391
01233,1,0,51,1,2289520
01233,2,0,59,2,584967
01234,1,0,52,1,3520500
01234,1,0,60,1,6150000
01234,2,0,42,2,1108737
01234,2,0,52,1,5520000
01235,1,0,29,2,4973754
01235,1,0,56,2,4303477
01235,1,0,57,1,6288970
01235,2,0,86,1,1787124
01236,1,0,46,2,7000000
01236,2,0,28,2,0
01236,2,0,39,1,3559875
01236,2,0,39,2,1666667
01237,1,0,46,1,6500000
01237,1,0,65,1,4517333
01237,1,1,73,1,1359500
01237,2,0,34,2,1733333
01238,1,0,24,2,2122667
01238,1,0,32,2,738333
01238,2,0,66,1,4069215
01238,2,0,78,1,2987937
01239,1,0,38,1,2717923
01239,1,0,43,1,4077745
01239,2,0,45,2,1833333
01239,2,0,61,1,1593333
01240,2,0,42,2,4255648
01240,2,0,54,2,1500000
01240,2,1,67,2,2017590
01240,2,1,77,2,2953706
01241,1,0,50,1,3637137
01241,2,0,47,1,8700000
01241,2,1,67,1,1131560
01241,2,1,68,2,1938133
01242,1,0,58,1,7072380
01242,1,1,68,1,2856940
01242,2,0,56,2,1673333
01242,2,1,71,1,802260
01243,1,0,53,1,3800060
01243,1,0,57,1,1902610
01243,2,0,44,1,2780000
01243,2,0,66,1,3641007
01244,1,0,60,1,4617230
01244,2,0,44,1,3400000
01244,2,0,61,1,15115735
01244,2,0,68,1,595230
01245,1,0,41,2,3700000
01245,2,0,56,1,2550000
01245,2,0,65,1,4177170
01245,2,1,68,1,1115017
01246,1,0,43,1,5555670
01246,2,1,72,1,880000
01246,2,1,73,2,1158367
01246,2,1,75,1,304760
01247,1,0,42,2,2800000
01247,1,0,47,2,3650000
01247,1,1,70,1,1098990
01247,2,0,66,1,4370740
01248,1,0,29,2,5549850
01248,1,0,37,2,2400000
01248,1,0,49,1,5198200
01248,1,1,80,1,1806760
01249,1,0,26,2,3189700
01249,1,0,47,1,5900000
01249,2,0,28,2,0
01249,2,0,65,1,5139960
01250,1,0,54,2,4775000
01250,1,0,66,1,4354000
01250,2,0,59,1,5000000
01250,2,1,72,1,5703800
01251,1,0,23,2,3291690
01251,1,0,24,2,2000000
01251,1,0,42,1,3895150
01251,2,0,29,2,0
01252,2,0,39,1,5600000
01252,2,0,49,2,3006630
01252,2,0,60,1,5483333
01252,2,0,62,1,15483790
01253,1,0,39,1,7921217
01253,1,0,47,1,5321866
01253,1,0,52,2,3662295
01253,2,1,72,1,1150030
01254,1,0,37,1,5696920
01254,1,0,48,1,4072000
01254,1,0,55,1,6051387
01254,2,0,58,1,4478550
01255,1,0,53,2,5249333
01255,2,0,53,1,3876107
01255,2,0,53,2,2500000
01255,2,1,72,1,4746080
01256,1,0,44,1,5928222
01256,2,0,45,2,2007500
01256,2,0,51,1,850000
01256,2,1,88,1,2102000
01257,1,0,39,1,4380620
01257,2,0,52,1,5236667
01257,2,0,54,2,1500000
01257,2,1,74,1,1200000
01258,1,0,42,1,4087280
01258,1,0,49,1,2040000
01258,2,0,55,1,8333333
01258,2,1,67,1,781560
01259,1,0,37,1,4014300
01259,2,0,57,2,1556667
01259,2,0,64,1,3390363
01259,2,1,72,1,2234233
01260,1,0,53,1,2988774
01260,2,0,46,1,5729568
01260,2,0,53,1,8584460
01260,2,1,67,2,2396547
01261,1,0,45,1,4947497
01261,1,0,55,1,9754067
01261,2,0,68,1,595230
01261,2,1,80,1,1398093
01262,1,0,48,1,5970355
01262,1,0,54,2,4717843
01262,1,0,56,1,6908000
01262,1,0,70,1,3086720
01263,1,0,63,1,2900850
01263,2,0,37,1,2200000
01263,2,0,41,2,2033333
01263,2,1,81,1,3041889
01264,1,0,41,2,683333
01264,2,0,47,1,8300000
01264,2,0,58,1,4450000
01264,2,1,71,1,1900000
01265,1,0,58,1,5536680
01265,2,0,29,2,700000
01265,2,0,58,1,8063913
01265,2,0,76,1,5987333
01266,1,0,30,2,6757000
01266,1,0,53,1,7241000
01266,2,0,61,1,2000000
01266,2,0,66,1,3574340
01267,1,0,59,2,2370000
01267,2,0,53,1,4800300
01267,2,0,57,1,4839170
01267,2,0,59,1,7725000
01268,2,0,52,1,2911500
01268,2,0,59,1,2840000
01268,2,0,60,1,6324230
01268,2,1,89,1,1802000
01269,1,0,39,1,5290400
01269,1,0,50,1,6202000
01269,1,0,61,1,11513585
01269,2,1,81,1,1750000
01270,1,0,42,1,4036400
01270,1,0,48,1,12396760
01270,1,0,48,1,7940740
01270,2,0,60,1,4300000
01271,1,0,33,2,5277300
01271,1,0,48,2,8150365
01271,1,0,51,1,5977714
01271,2,0,57,2,0
01272,1,0,38,1,4368067
01272,1,0,51,1,8617013
01272,2,0,61,1,14021031
01272,2,0,84,2,3147100
01273,1,0,29,2,3435507
01273,1,0,45,1,4041350
01273,1,0,53,1,3663360
01273,2,0,57,1,10645535
01274,1,0,31,2,3289450
01274,1,0,61,1,3464540
01274,2,0,65,1,1840000
01274,2,1,75,1,379427
01275,1,0,50,2,4666670
01275,1,0,57,1,5319952
01275,1,1,70,1,947333
01275,2,1,74,2,1325055
01276,1,0,28,2,3192345
01276,1,0,62,1,3108704
01276,2,0,50,2,2502460
01276,2,0,59,1,3200000
01277,1,0,51,1,5402737
01277,1,0,52,2,2849793
01277,1,0,53,2,2984420
01277,2,0,46,1,6485333
01278,1,0,45,1,4898713
01278,2,0,53,1,4333333
01278,2,0,58,1,3659333
01278,2,0,58,1,4010000
01279,1,0,48,1,6080528
01279,2,0,53,2,2333333
01279,2,0,69,2,1266787
01279,2,1,73,2,3222346
01280,1,0,51,2,1318210
01280,2,0,37,1,2000000
01280,2,0,49,1,6100757
01280,2,0,72,1,2357570
01281,1,0,47,1,6081874
01281,2,0,58,1,4550000
01281,2,1,67,1,3078333
01281,2,1,85,2,1603800
01282,1,0,24,2,3197900
01282,1,0,42,1,8070345
01282,1,0,48,1,7711397
01282,2,0,76,1,5953667
01283,1,0,42,2,3290000
01283,2,0,37,1,6775000
01283,2,0,65,1,20527170
01283,2,0,70,1,1910340
01284,1,0,38,2,1457836
01284,1,0,44,1,6979685
01284,2,0,62,1,446667
01284,2,1,80,1,1340000
01285,2,0,63,1,1484983
01285,2,0,66,1,1968163
01285,2,0,67,1,4652190
01285,2,0,84,2,3026733
01286,1,0,49,1,7247140
01286,2,0,46,1,5043667
01286,2,0,58,1,10122418
01286,2,1,75,1,1157600
01287,1,0,34,1,2766667
01287,2,0,33,2,1172800
01287,2,0,65,1,2301667
01287,2,0,66,1,5289960
01288,1,0,49,1,315000
01288,1,0,54,2,5141124
01288,1,1,68,1,3260170
01288,2,1,74,2,1777750
01289,2,0,32,2,129600
01289,2,0,41,2,2100000
01289,2,0,46,2,5300000
01289,2,0,60,1,3704667
01290,1,0,41,2,1611290
01290,1,0,50,1,3500000
01290,1,0,59,1,4209382
01290,2,0,63,1,6937040
01291,1,0,30,2,2000000
01291,1,0,33,2,2196283
01291,2,0,58,2,3242880
01291,2,1,78,1,5362867
01292,1,0,30,2,6907000
01292,1,0,36,1,2554570
01292,2,0,49,2,637310
01292,2,0,50,1,10850000
01293,1,0,43,2,2753800
01293,2,0,50,1,6713075
01293,2,0,57,2,0
01293,2,0,58,1,5094077
01294,1,0,42,1,5591860
01294,1,0,52,1,7268967
01294,2,0,39,2,1461649
01294,2,0,54,1,5762935
01295,1,0,29,2,3555190
01295,1,0,61,1,1372583
01295,2,0,49,1,5500000
01295,2,0,56,1,3550000
01296,1,0,31,2,2683013
01296,1,0,47,1,5895069
01296,1,0,60,1,1184658
01296,2,0,69,1,1525757
01297,1,0,36,1,6960000
01297,1,0,50,2,5514687
01297,1,0,51,2,1400000
01297,2,0,51,2,4986369
01298,1,0,28,2,1543337
01298,1,0,37,2,2420000
01298,1,0,48,1,7425982
01298,1,0,60,1,6548933
01299,1,0,51,1,2515000
01299,1,0,70,1,2818840
01299,2,0,37,1,3719333
01299,2,0,86,1,2120457
01300,1,0,38,2,2358632
01300,1,0,46,2,7333333
01300,2,0,36,2,3552000
01300,2,1,80,1,1506667
01301,1,0,47,1,6966667
01301,2,0,66,1,2698943
01301,2,1,85,2,1321750
01301,2,1,87,2,1022400
01302,1,0,50,2,1597333
01302,2,0,52,1,3000000
01302,2,0,84,2,3010370
01302,2,1,80,1,3549760
01303,1,0,69,2,2843953
01303,2,0,58,1,10284000
01303,2,0,65,1,4643565
01303,2,0,66,1,4338445
01304,1,0,38,1,3845830
01304,1,0,40,2,1884000
01304,2,0,43,1,3500000
01304,2,0,65,1,3833900
01305,1,0,51,2,7507460
01305,2,0,42,2,4173165
01305,2,0,45,1,8500000
01305,2,1,75,2,1837010
01306,1,0,50,1,3355630
01306,1,0,50,1,4600000
01306,2,0,60,1,3216950
01306,2,0,69,1,820120
01307,1,0,46,1,5421873
01307,1,0,59,2,4300000
01307,2,0,51,2,4155440
01307,2,1,72,1,1207725
01308,1,0,48,1,4825245
01308,1,0,60,1,8953217
01308,1,1,68,2,2396935
01308,2,0,61,1,5061127
01309,1,0,54,1,5090000
01309,2,0,38,2,900000
01309,2,0,43,1,7266667
01309,2,0,73,1,1968010
01310,1,0,44,1,9730063
01310,1,0,47,2,4274000
01310,1,0,71,1,5995815
01310,2,1,82,1,1091000
01311,1,0,45,1,11567120
01311,2,0,63,1,6903707
01311,2,0,64,1,615030
01311,2,1,82,1,1596560
01312,1,0,51,1,15480500
01312,2,0,57,1,3393993
01312,2,0,62,1,702240
01312,2,1,78,1,5746200
01313,1,0,60,1,7665000
01313,2,0,50,1,10333333
01313,2,0,63,2,1703680
01313,2,1,78,1,617120
01314,1,0,42,2,3800000
01314,1,0,51,1,7385587
01314,2,0,58,1,5001883
01314,2,0,86,1,1846024
01315,1,0,46,2,7000000
01315,1,1,81,1,947505
01315,2,0,54,1,5191203
01315,2,1,74,2,1358367
01316,1,0,32,1,6881117
01316,1,0,38,2,2700000
01316,1,0,47,1,6500000
01316,1,0,63,1,2494287
01317,1,0,26,2,3003457
01317,1,0,35,2,2896024
01317,1,0,36,1,6143333
01317,2,1,80,1,3349760
01318,1,0,43,1,7597547
01318,1,0,44,1,6033690
01318,2,0,47,2,2473360
01318,2,1,72,1,5887010
01319,1,0,48,1,9096470
01319,1,0,50,1,4443390
01319,2,0,52,1,3516667
01319,2,0,64,1,1086507
01320,2,0,52,1,8200000
01320,2,0,53,1,7788533
01320,2,0,73,1,2276427
01320,2,1,74,1,2036167
01321,1,0,50,1,1503333
01321,1,0,57,1,5629633
01321,1,1,67,1,4079670
01321,2,0,61,1,4583047
01322,1,0,54,1,4672347
01322,1,1,72,1,724760
01322,2,1,78,2,1570042
01322,2,1,81,1,866667
01323,1,0,27,2,3514760
01323,1,0,71,1,7515203
01323,2,0,34,2,1172800
01323,2,0,64,1,3245230
01324,1,0,55,1,4966000
01324,1,1,68,1,3050000
01324,2,0,53,1,6570000
01324,2,1,82,1,1437000
01325,1,0,33,2,2844900
01325,1,0,34,1,4019960
01325,1,0,55,1,9700000
01325,2,0,57,1,3645660
01326,1,0,27,2,1946900
01326,1,0,59,1,5095350
01326,1,0,70,1,3072080
01326,2,1,78,1,917120
01327,1,0,51,1,8488094
01327,1,0,54,1,3568650
01327,1,0,63,1,4200850
01327,2,0,59,2,2878910
01328,1,0,43,1,9202670
01328,1,0,50,2,3280000
01328,2,0,37,2,5121656
01328,2,0,43,1,6173000
01329,1,0,41,1,4176817
01329,2,0,55,1,7563333
01329,2,0,61,1,3700000
01329,2,0,65,1,5222060
01330,1,0,40,2,1716000
01330,1,0,59,1,6594800
01330,2,0,43,1,3700000
01330,2,0,45,1,3950000
01331,1,0,51,2,7212730
01331,1,0,54,1,13080460
01331,1,1,68,1,1350000
01331,2,0,37,1,6217910
01332,1,0,35,2,3919310
01332,1,0,38,2,2400000
01332,1,0,60,1,9187240
01332,1,0,65,1,3782389
01333,1,0,26,2,2753870
01333,2,0,43,1,7000000
01333,2,0,53,1,4172300
01333,2,1,67,2,803750
01334,1,0,45,1,8261297
01334,2,0,31,2,9853885
01334,2,0,58,1,7765983
01334,2,1,72,1,5687010
01335,1,0,40,2,6550000
01335,1,0,45,1,11279823
01335,1,0,53,1,7200000
01335,2,0,63,1,15539710
01336,1,0,51,1,21536995
01336,2,0,34,2,1500000
01336,2,0,59,1,7141667
01336,2,1,73,1,1170030
01337,1,0,38,1,6672080
01337,1,0,45,1,5347437
01337,1,0,54,2,5615968
01337,2,0,61,1,6648563
01338,1,0,37,1,3600000
01338,1,0,48,1,7994137
01338,1,0,61,1,3597873
01338,2,0,52,1,6800000
01339,1,0,57,1,5317373
01339,1,0,58,1,6800000
01339,2,0,53,1,7333333
01339,2,1,74,1,991000
01340,1,0,60,1,6504540
01340,1,0,62,1,3889924
01340,1,0,64,1,2336667
01340,2,0,58,2,760510
01341,1,0,48,1,8090823
01341,1,0,57,1,1655550
01341,1,0,69,1,7475573
01341,2,1,81,1,666667
01342,1,0,51,1,8680307
01342,1,0,61,1,1666667
01342,1,0,62,1,10957489
01342,2,0,37,2,4530980
