"가구별일련번호","가구구분코드","노인가구여부","가구주_연령","주택소유유무","소득"
03286,1,1,73,2,2370510
03286,2,1,80,1,847460
03286,2,1,81,1,770600
03287,1,0,44,1,6370000
03287,1,0,49,1,4627340
03287,2,0,50,1,4383000
03287,2,0,54,2,1900000
03288,1,0,43,1,5771333
03288,1,0,60,2,2494895
03288,1,0,62,1,2800000
03288,2,1,91,1,699130
03289,1,0,32,2,4442500
03289,1,0,56,2,3444667
03289,2,0,63,1,1143890
03289,2,1,84,1,1617586
03290,1,0,42,1,6656100
03290,1,0,48,2,7217000
03290,1,0,64,1,8915960
03290,2,0,59,1,5054605
03291,1,0,35,2,4344910
03291,1,0,51,1,5369203
03291,1,0,60,1,6378333
03291,2,0,69,1,3204920
03292,1,0,49,1,7403163
03292,1,0,57,1,8583110
03292,1,0,60,1,3430049
03292,1,0,63,1,12061927
03293,1,0,47,2,950000
03293,1,0,48,1,8654503
03293,1,0,51,1,7785720
03293,1,0,55,1,5001968
03294,1,0,39,2,9200697
03294,1,0,60,2,2146730
03294,2,0,57,1,6328973
03294,2,1,81,1,952970
03295,2,0,32,2,3450000
03295,2,0,45,2,1894000
03295,2,0,58,1,8159440
03295,2,0,66,1,1348220
03296,1,0,40,1,6361910
03296,1,0,51,1,9893333
03296,2,1,70,1,3310000
03296,2,1,78,1,3121380
03297,1,0,36,1,5613333
03297,1,0,58,1,9539765
03297,2,0,39,2,3500000
03297,2,0,70,1,5583333
03298,1,0,37,2,3389210
03298,1,0,47,2,8591667
03298,1,0,62,1,4383195
03298,2,0,67,1,7630536
03299,1,0,52,1,9510333
03299,2,0,38,1,5482253
03299,2,0,51,1,3000000
03299,2,0,59,1,7350000
03300,1,0,54,2,4251500
03300,1,0,64,1,2951667
03300,2,0,63,1,7200000
03300,2,1,74,1,2785490
03301,1,0,32,2,4595234
03301,1,0,60,2,3976813
03301,2,1,67,2,550360
03301,2,1,79,1,1399120
03302,1,0,56,1,3883333
03302,2,0,52,2,16320
03302,2,0,70,1,5812000
03302,2,1,76,1,2353750
03303,1,0,33,2,4267960
03303,2,0,51,1,4067500
03303,2,0,64,2,2210000
03303,2,0,65,2,2214207
03304,2,0,37,2,216000
03304,2,0,48,2,1670000
03304,2,0,62,1,4628603
03304,2,1,75,1,110570
03305,1,0,54,2,2500000
03305,1,0,63,1,10573065
03305,2,0,43,1,9942333
03305,2,0,44,2,3946667
03306,1,0,39,1,5200000
03306,1,0,47,2,3482000
03306,1,0,53,1,10518831
03306,1,1,81,2,2328640
03307,1,0,48,1,7185500
03307,1,0,48,2,3702870
03307,2,0,55,1,2621440
03307,2,1,75,1,2580095
03308,1,0,43,1,6405900
03308,1,0,61,2,2166667
03308,2,0,64,2,1200000
03308,2,1,68,1,1233575
03309,1,0,25,2,3083340
03309,2,0,60,1,4148860
03309,2,0,66,1,6074132
03309,2,1,67,2,3477842
03310,1,0,52,1,1300000
03310,2,0,29,2,2826614
03310,2,1,68,1,1062720
03310,2,1,77,2,1329503
03311,1,0,58,1,5296680
03311,2,0,45,1,1066667
03311,2,0,61,2,1936153
03311,2,1,84,2,505300
03312,1,0,48,2,2916667
03312,2,0,62,1,3157313
03312,2,0,75,2,1596180
03312,2,1,73,2,1532895
03313,1,0,22,2,3346360
03313,1,0,49,1,4213073
03313,2,0,46,1,5000000
03313,2,1,84,1,1242550
03314,1,0,57,1,6830607
03314,1,0,58,2,2252706
03314,2,0,84,1,1344040
03314,2,1,78,2,904407
03315,1,0,45,1,5831900
03315,1,0,56,1,6200000
03315,2,0,62,1,2061447
03315,2,1,79,1,1705030
03316,1,0,41,2,3923029
03316,1,0,57,1,2838000
03316,1,0,65,1,7461371
03316,2,1,95,2,1279200
03317,1,0,54,1,4960000
03317,1,0,67,1,4436450
03317,2,0,40,1,4514667
03317,2,0,58,2,129600
03318,1,0,36,1,2544340
03318,2,0,52,1,2500000
03318,2,0,60,1,502500
03318,2,0,65,1,5022667
03319,1,0,48,2,2708035
03319,2,0,37,1,3655667
03319,2,0,44,1,0
03319,2,0,63,2,1964933
03320,1,0,42,1,6894195
03320,1,0,47,2,5080949
03320,1,0,50,1,4824650
03320,1,0,51,1,5494170
03321,1,0,43,1,6883327
03321,1,0,45,2,8612330
03321,1,0,49,1,5329728
03321,2,0,62,2,3407120
03322,1,0,28,2,2594500
03322,1,0,35,1,3576400
03322,1,0,39,1,5799257
03322,1,0,39,1,7641200
03323,1,0,48,1,6043000
03323,1,0,52,1,11751444
03323,2,0,48,1,17492000
03323,2,1,79,1,800000
03324,1,0,31,2,6107380
03324,1,0,39,1,3100000
03324,1,0,55,1,3813030
03324,2,0,59,1,4000000
03325,1,0,42,1,6619157
03325,1,0,44,1,5265220
03325,1,0,53,1,10100000
03325,2,0,65,1,420667
03326,1,0,39,2,6819650
03326,1,0,49,1,13500000
03326,1,0,61,2,840000
03326,2,0,60,1,3000000
03327,1,0,39,2,5350160
03327,1,0,59,2,1390080
03327,2,0,52,1,10340000
03327,2,0,58,2,3500000
03328,1,0,46,1,4750000
03328,1,0,55,2,2759160
03328,1,1,69,1,2264447
03328,2,0,58,1,3633500
03329,1,0,37,2,6222334
03329,1,0,50,1,4141600
03329,1,0,58,1,8794185
03329,2,1,85,1,368093
03330,1,0,39,2,3500000
03330,1,0,45,2,3798940
03330,2,0,53,1,8800000
03330,2,0,54,1,12100000
03331,1,0,42,2,9428130
03331,1,0,47,1,10841153
03331,1,1,70,1,3670000
03331,2,1,74,1,3448080
03332,1,0,64,1,9378350
03332,2,0,52,2,4000000
03332,2,0,72,1,4100000
03332,2,1,72,1,2000000
03333,1,0,45,1,4503980
03333,1,0,51,1,5887297
03333,2,0,52,2,345600
03333,2,0,60,1,2950000
03334,1,0,21,2,1832286
03334,1,0,47,2,4043333
03334,1,0,49,1,6441177
03334,2,0,25,1,0
03335,1,0,33,2,9414000
03335,1,0,41,2,1638867
03335,1,0,51,1,7802808
03335,1,0,54,1,16956430
03336,1,0,53,1,15300000
03336,2,0,60,2,350000
03336,2,1,82,1,952970
03336,2,1,85,2,1454627
03337,1,0,35,2,9036000
03337,1,0,49,1,24750000
03337,2,0,33,2,3166667
03337,2,0,55,2,1398572
03338,1,0,40,1,6445343
03338,1,0,58,1,4500000
03338,1,0,65,1,7660940
03338,2,1,89,1,755700
03339,1,0,35,2,3367457
03339,1,0,48,1,8008545
03339,2,0,38,1,4696010
03339,2,0,67,1,6533093
03340,1,0,26,2,2757117
03340,2,0,42,1,4183360
03340,2,0,59,2,8849333
03340,2,1,79,1,939120
03341,1,0,34,2,2772900
03341,2,0,59,2,3632158
03341,2,0,62,1,2287000
03341,2,1,67,1,1772181
03342,1,0,48,1,5506300
03342,1,0,53,1,1600000
03342,1,0,65,1,2863847
03342,2,0,52,1,5586860
03343,1,0,63,1,5079630
03343,2,0,55,1,7274400
03343,2,0,58,2,668513
03343,2,1,74,1,2872450
03344,1,0,51,1,7107440
03344,1,0,58,1,2395310
03344,2,0,49,1,3950000
03344,2,1,86,2,365000
03345,1,0,35,1,6521500
03345,1,0,58,1,6844670
03345,2,0,25,2,2750042
03345,2,0,70,2,652444
03346,1,0,36,1,6474755
03346,1,0,52,1,4587907
03346,1,1,73,1,2160230
03346,2,1,85,1,4167240
03347,1,0,43,1,9065800
03347,2,0,54,1,8453000
03347,2,1,76,1,348000
03347,2,1,77,2,672280
03348,1,0,48,1,2373000
03348,2,0,71,1,5060000
03348,2,1,65,1,3019655
03348,2,1,68,1,4076536
03349,1,0,28,1,2439665
03349,2,0,47,1,2333333
03349,2,0,65,2,2268390
03349,2,1,70,2,3268020
03350,1,0,31,1,5192858
03350,1,0,58,1,10938059
03350,2,0,37,2,50000
03350,2,0,39,2,3132000
03351,1,0,44,1,20745780
03351,1,0,61,1,8650000
03351,2,0,44,2,3620000
03351,2,0,59,2,1314600
03352,1,0,30,1,3694570
03352,1,0,41,2,3891757
03352,1,0,43,1,4940000
03352,1,0,60,1,7960000
03353,1,0,39,2,3291573
03353,1,0,51,2,3000000
03353,2,0,59,1,3404340
03353,2,1,85,2,1749800
03354,1,0,57,1,3795290
03354,2,0,43,1,3400000
03354,2,0,54,1,5231694
03354,2,1,85,2,1032407
03355,1,0,60,2,2064790
03355,2,0,37,2,1181177
03355,2,0,55,2,2054330
03355,2,1,78,2,1092331
03356,1,0,23,2,2268825
03356,1,0,41,2,1611500
03356,2,0,57,2,2675500
03356,2,0,62,2,1661557
03357,1,0,25,1,1514886
03357,2,0,47,1,10714196
03357,2,1,66,1,2264905
03357,2,1,74,2,1028357
03358,1,0,23,2,3613193
03358,1,0,29,2,3668400
03358,2,1,72,1,1588769
03358,2,1,76,1,1064537
03359,1,0,50,1,6789000
03359,1,0,59,2,2257343
03359,1,1,73,2,1038780
03359,2,0,64,2,665933
03360,1,0,45,1,9253647
03360,2,0,78,2,607667
03360,2,1,82,1,1366667
03360,2,1,82,1,78935
03361,1,0,48,1,8500040
03361,2,0,47,1,5913367
03361,2,0,50,1,7625667
03361,2,0,57,2,3154720
03362,1,0,44,2,7485643
03362,1,0,59,1,3676550
03362,1,0,66,1,6639000
03362,2,0,48,2,2239920
03363,1,0,32,1,5764667
03363,1,0,51,1,6300000
03363,1,0,55,1,7776420
03363,1,0,62,1,5914183
03364,1,0,39,1,4904760
03364,1,0,55,1,8489430
03364,1,0,70,2,5585000
03364,2,0,50,2,5486427
03365,1,0,40,1,1919460
03365,1,0,41,1,4221582
03365,2,0,43,2,854760
03365,2,0,65,1,4956000
03366,1,0,36,2,3210439
03366,1,0,44,1,10202651
03366,2,0,37,1,3100000
03366,2,0,61,1,4258898
03367,1,0,41,2,6707117
03367,1,0,53,1,8274520
03367,1,0,57,1,5641850
03367,2,1,85,1,2473630
03368,1,0,47,2,5052616
03368,1,0,53,1,9346050
03368,1,0,57,1,9177140
03368,2,0,66,1,1378910
03369,1,0,42,1,3390000
03369,1,0,49,1,6222693
03369,1,0,54,1,7240495
03369,2,0,63,2,3857620
03370,1,0,28,2,2768333
03370,2,0,39,1,8000000
03370,2,0,52,1,6552333
03370,2,1,65,1,1222230
03371,1,0,29,2,3685913
03371,2,0,37,1,3600000
03371,2,0,48,1,17000000
03371,2,0,68,1,1058500
03372,1,0,55,1,3011000
03372,1,0,62,1,3602413
03372,2,0,24,2,437500
03372,2,1,71,1,727000
03373,1,0,49,1,4430000
03373,1,0,53,2,7709999
03373,1,0,59,1,10167663
03373,2,1,90,1,1540000
03374,1,0,42,2,10011000
03374,1,0,47,2,3707667
03374,2,0,53,1,8800000
03374,2,0,73,1,784600
03375,1,0,34,2,2884000
03375,1,0,57,1,5973000
03375,2,0,53,2,4500000
03375,2,1,75,1,3448080
03376,1,0,25,2,2808408
03376,1,0,34,2,6364999
03376,2,0,60,1,5031667
03376,2,0,72,1,4266667
03377,1,0,51,1,4439667
03377,2,0,44,2,5886042
03377,2,0,60,2,250000
03377,2,0,63,1,4732386
03378,1,0,45,1,9054000
03378,1,0,49,1,24500000
03378,1,0,49,1,8464596
03378,1,0,57,2,4519019
03379,1,0,37,1,5276120
03379,1,0,45,1,7322333
03379,2,0,57,1,10381116
03379,2,0,60,1,6175333
03380,1,0,21,2,1900847
03380,1,0,27,2,3360640
03380,1,0,39,1,8834090
03380,2,0,49,1,34450880
03381,1,0,50,1,5130000
03381,1,0,51,1,6300000
03381,1,0,80,1,1536037
03381,2,0,68,1,21490000
03382,1,0,29,1,4481293
03382,1,0,45,1,9687938
03382,1,0,64,1,3730000
03382,2,0,50,2,0
03383,1,0,65,1,5881430
03383,1,1,79,1,2305523
03383,2,0,55,2,1550000
03383,2,0,61,1,2752760
03384,1,0,48,2,1007300
03384,1,0,50,1,4941667
03384,2,0,48,1,5200000
03384,2,0,67,1,6104760
03385,1,0,48,1,9179977
03385,1,0,49,2,1453960
03385,2,0,55,1,2338833
03385,2,1,73,1,4669760
03386,1,0,37,2,3058713
03386,1,0,47,1,2287000
03386,1,0,52,2,2973340
03386,2,0,59,2,8528333
03387,1,0,40,1,7703260
03387,1,0,42,1,4764500
03387,1,0,52,1,4795000
03387,2,0,63,1,2000000
03388,1,0,61,2,1787000
03388,1,0,68,1,7532300
03388,2,1,75,1,5204776
03388,2,1,76,1,0
03389,1,0,48,1,8855430
03389,1,0,56,1,3557000
03389,2,0,59,1,974000
03389,2,1,66,2,1096427
03390,1,0,53,2,3714000
03390,1,0,54,1,5120000
03390,2,0,40,1,1700000
03390,2,1,65,2,668889
03391,1,0,67,1,3417320
03391,1,1,77,1,662833
03391,2,0,48,1,5000000
03391,2,0,67,1,4102693
03392,1,0,62,1,3660122
03392,2,1,65,1,1897243
03392,2,1,70,1,608500
03392,2,1,73,1,1332855
03393,1,0,33,2,5048519
03393,1,0,54,2,6028523
03393,2,0,58,2,3225000
03393,2,1,70,2,3353956
03394,1,0,60,1,4235792
03394,2,0,39,2,1368243
03394,2,0,60,2,4337333
03394,2,1,81,1,58413
03395,1,0,49,2,2710342
03395,1,0,55,1,2603200
03395,2,0,59,2,620467
03395,2,1,73,2,366667
03396,1,0,62,1,3213687
03396,2,1,72,1,3365363
03396,2,1,87,2,1427730
03396,2,1,89,2,1166480
03397,1,0,54,1,4410775
03397,2,0,52,2,5756869
03397,2,0,55,1,8518394
03397,2,1,83,2,808067
03398,2,0,49,2,391888
03398,2,0,53,2,1227570
03398,2,0,59,2,1807323
03398,2,0,79,1,1300183
03399,1,0,30,2,2450024
03399,1,0,40,1,4615833
03399,1,0,60,1,3435550
03399,2,1,79,1,1681910
03400,1,0,36,1,3430615
03400,1,0,51,1,2737140
03400,2,0,47,2,741474
03400,2,0,57,1,8543510
03401,1,0,27,1,7863903
03401,2,0,37,2,0
03401,2,0,53,1,4668400
03401,2,0,66,1,2832227
03402,2,0,49,1,2165833
03402,2,0,49,1,2980082
03402,2,0,56,2,4681730
03402,2,0,57,2,2500000
03403,1,0,61,1,3897610
03403,2,0,47,1,7186200
03403,2,0,49,1,10507888
03403,2,0,50,1,3521593
03404,1,0,31,1,4397227
03404,1,0,37,1,9698703
03404,1,0,55,2,7773820
03404,2,1,76,1,897870
03405,1,0,41,1,3411897
03405,1,0,51,1,9390000
03405,2,0,53,1,450000
03405,2,0,59,1,4976860
03406,1,0,47,1,8655000
03406,1,0,50,1,6677500
03406,1,0,58,1,8534690
03406,2,0,44,1,3366667
03407,1,0,37,1,4646189
03407,1,0,40,1,7324183
03407,1,0,62,1,4609843
03407,2,0,79,2,500000
03408,1,0,47,1,6634397
03408,1,0,50,1,5312220
03408,2,0,48,1,5492920
03408,2,0,54,1,6353943
03409,1,0,32,1,3829667
03409,1,0,42,1,19694550
03409,1,0,42,1,3450000
03409,1,0,45,2,6795310
03410,1,0,32,1,4771273
03410,1,0,37,1,5987450
03410,1,0,40,1,6484000
03410,1,0,51,1,7522200
03411,1,0,39,1,4967367
03411,1,0,46,1,4914405
03411,2,1,71,1,2771320
03411,2,1,75,1,975400
03412,1,0,36,1,6690297
03412,2,0,29,2,2063333
03412,2,0,58,2,977153
03412,2,1,65,1,2420397
03413,2,0,51,1,1956667
03413,2,0,55,2,1312061
03413,2,0,60,1,651500
03413,2,0,69,1,16383333
03414,1,0,42,1,5397190
03414,1,0,52,1,3400000
03414,1,1,72,1,7878477
03414,2,1,71,1,1373667
03415,2,0,45,1,8182557
03415,2,0,84,1,2581140
03415,2,1,71,1,1253370
03415,2,1,90,1,1501167
03416,1,0,42,1,4717190
03416,2,0,62,1,7832037
03416,2,0,77,1,2216490
03416,2,1,73,1,7382933
03417,1,0,37,2,6320000
03417,1,0,51,1,3942000
03417,2,1,67,2,731227
03417,2,1,87,1,650000
03418,1,0,49,1,4848200
03418,1,1,67,1,1396500
03418,2,0,49,2,429553
03418,2,0,81,2,1911000
03419,1,0,45,1,6734000
03419,1,0,53,1,13552727
03419,1,0,59,2,922667
03419,2,0,84,1,4803800
03420,1,0,35,2,3247040
03420,2,0,57,2,1410967
03420,2,0,76,1,1520437
03420,2,1,76,1,1775445
03421,1,0,52,2,3191000
03421,1,0,58,2,1296133
03421,1,0,60,1,2880000
03421,2,0,24,2,1213333
03422,1,0,27,2,3115921
03422,1,0,32,2,3276030
03422,1,1,66,2,2044107
03422,2,0,51,2,3600000
03423,1,0,80,1,1257670
03423,2,0,48,1,4700000
03423,2,0,53,1,7658270
03423,2,1,80,1,1458737
03424,1,0,43,1,4000000
03424,1,0,72,1,1301200
03424,1,1,79,1,1936080
03424,2,0,50,1,7287497
03425,1,0,51,1,3537333
03425,1,1,83,1,1070000
03425,2,1,79,2,863360
03425,2,1,91,1,1009797
03426,1,0,42,1,4614413
03426,1,0,69,1,9214217
03426,2,0,55,1,2636333
03426,2,0,64,1,1689740
03427,1,0,56,1,3475000
03427,1,1,81,1,1106000
03427,2,0,63,1,4296570
03427,2,1,66,1,3626647
03428,1,1,65,1,873957
03428,2,1,70,2,773660
03428,2,1,73,1,569557
03428,2,1,79,1,1420000
03429,1,0,65,2,750000
03429,2,0,55,1,5440000
03429,2,0,60,2,0
03429,2,1,86,1,936000
03430,1,0,37,2,3928125
03430,1,0,82,1,1846667
03430,2,0,59,1,5481000
03430,2,0,70,1,1524000
03431,1,0,36,2,2874800
03431,1,0,68,1,3602287
03431,2,0,69,1,2798667
03431,2,1,69,2,681184
03432,1,0,63,1,10315283
03432,2,0,52,2,1918080
03432,2,1,73,1,1062403
03432,2,1,82,1,2766260
03433,1,0,52,2,3701750
03433,1,0,58,1,1330069
03433,1,0,59,2,2600000
03433,2,0,55,1,4040810
03434,1,0,40,1,6782023
03434,2,0,57,1,6699750
03434,2,1,81,1,102151
03434,2,1,86,1,1483000
03435,1,0,52,1,4069466
03435,1,0,55,1,4519877
03435,2,0,64,2,4077126
03435,2,0,66,1,1693750
03436,1,0,23,1,1440900
03436,2,0,46,1,5100000
03436,2,0,47,1,4960000
03436,2,0,62,1,2589360
03437,1,0,44,2,7926553
03437,1,0,45,1,2804000
03437,2,0,60,1,3267360
03437,2,1,84,1,666667
03438,1,0,52,1,3251100
03438,1,0,56,2,3797611
03438,1,1,69,1,1242000
03438,2,0,59,2,6304863
03439,1,0,47,1,2786950
03439,1,0,61,1,725000
03439,2,0,28,2,217728
03439,2,0,48,1,4632182
03440,1,0,38,2,2756587
03440,1,0,56,1,1916667
03440,1,0,59,2,6409660
03440,1,1,68,1,2000000
03441,1,0,30,2,2434648
03441,1,0,38,2,2200000
03441,1,0,51,1,7704265
03441,2,1,86,1,804760
03442,1,0,31,2,6109736
03442,1,0,35,1,4816746
03442,2,1,80,2,759110
03442,2,1,82,1,0
03443,1,0,58,1,12510400
03443,1,0,59,1,1725000
03443,2,0,49,1,3344750
03443,2,0,74,1,848300
03444,1,0,40,1,4108100
03444,1,0,42,1,4546000
03444,2,0,60,1,1476307
03444,2,1,71,1,865100
03445,1,0,30,2,5249393
03445,2,0,54,1,3536000
03445,2,0,57,1,6101510
03445,2,0,67,1,8267261
03446,1,0,40,1,2500000
03446,2,0,64,1,479877
03446,2,0,66,1,2222560
03446,2,1,75,1,2711000
03447,1,0,53,2,2697200
03447,1,0,63,2,5096260
03447,2,0,50,1,3437520
03447,2,1,80,1,3490000
03448,1,0,33,2,4409405
03448,1,0,58,2,1104060
03448,1,0,60,1,1520000
03448,2,0,50,1,3956093
03449,1,0,47,2,1900000
03449,1,0,55,2,5251303
03449,1,0,62,2,700868
03449,1,0,64,2,2771330
03450,1,0,60,2,2146730
03450,2,0,59,2,240686
03450,2,0,82,2,1877667
03450,2,1,72,1,2626487
03451,1,0,43,2,3407797
03451,1,1,80,2,1167200
03451,2,0,45,2,1100000
03451,2,0,59,2,801886
03452,2,0,60,1,450000
03452,2,0,62,1,3136950
03452,2,1,71,1,3635000
03452,2,1,79,1,603800
03453,1,0,52,1,3400000
03453,2,0,43,1,10666000
03453,2,1,74,1,4350023
03453,2,1,75,1,900000
03454,1,0,32,2,3905190
03454,1,0,54,1,7084660
03454,2,0,75,1,2595900
03454,2,0,79,1,2967807
03455,2,0,45,1,6100360
03455,2,0,55,1,4231860
03455,2,0,77,1,2216490
03455,2,1,73,2,869070
03456,1,0,32,1,5200000
03456,1,0,56,1,3850000
03456,1,0,58,2,1219000
03456,2,1,69,1,7319300
03457,1,0,29,2,3200000
03457,1,1,66,2,1906260
03457,2,0,51,1,4000000
03457,2,0,59,1,9623000
03458,1,1,82,1,1086710
03458,2,0,52,1,4379000
03458,2,0,65,1,3063150
03458,2,0,67,1,2036100
03459,1,0,42,2,1500000
03459,1,0,53,1,18527479
03459,1,0,55,2,2607000
03459,2,0,61,1,3678727
03460,2,0,18,2,500000
03460,2,1,68,1,1017800
03460,2,1,73,2,1204000
03460,2,1,80,1,1050960
03461,1,0,19,2,2000000
03461,1,0,59,1,5348650
03461,1,0,73,1,8555200
03461,2,0,51,1,8819925
03462,1,0,32,2,4009883
03462,1,0,53,1,1382667
03462,2,0,76,2,1262197
03462,2,1,92,1,771980
03463,1,0,33,1,3026663
03463,2,0,37,1,2390700
03463,2,0,45,1,2890333
03463,2,0,64,1,3512125
03464,1,0,27,2,5447730
03464,1,1,67,1,3898640
03464,2,0,62,1,3567693
03464,2,1,67,1,3079480
03465,1,0,27,2,3693455
03465,2,0,54,1,1333673
03465,2,1,73,1,388223
03465,2,1,75,1,1934857
03466,1,0,54,2,5850000
03466,2,0,43,1,5638353
03466,2,0,84,1,1954467
03466,2,1,86,1,805000
03467,1,0,38,1,3882300
03467,2,0,46,1,5150000
03467,2,0,61,1,4970000
03467,2,1,79,1,1506747
03468,1,0,51,1,6189017
03468,2,0,55,1,3837500
03468,2,0,64,2,6145465
03468,2,1,78,2,904407
03469,1,0,45,1,2475667
03469,1,0,45,2,7320441
03469,1,0,56,1,6200000
03469,2,1,77,1,768387
03470,1,0,39,1,8220790
03470,1,0,41,1,8350638
03470,1,0,41,2,4279960
03470,1,1,69,1,1106667
03471,1,0,47,1,2260540
03471,1,0,48,1,6953333
03471,1,0,67,1,5166450
03471,2,1,78,1,1584000
03472,1,0,45,1,6360403
03472,1,1,69,1,2133333
03472,1,1,73,2,3670053
03472,2,0,66,1,3986853
03473,1,0,38,2,5443333
03473,1,0,46,1,6860000
03473,1,0,54,1,5534060
03473,2,0,59,1,5200000
03474,1,0,35,1,3517867
03474,2,0,40,1,836142
03474,2,0,53,1,3000000
03474,2,0,65,1,623000
03475,1,0,49,1,11305000
03475,1,0,53,1,3444533
03475,1,1,70,1,1499467
03475,2,0,60,1,3200000
03476,1,0,48,2,2467730
03476,1,0,59,2,1662080
03476,2,0,59,1,11533333
03476,2,0,62,1,1604533
03477,1,0,42,1,7416517
03477,1,0,59,2,1149900
03477,1,1,69,1,2842780
03477,2,0,59,1,11028937
03478,1,0,50,1,2540188
03478,2,0,66,1,4870663
03478,2,1,79,1,3221380
03478,2,1,85,1,628760
03479,1,0,32,2,4292477
03479,1,0,53,2,1857500
03479,2,0,67,1,7342470
03479,2,1,78,1,2141500
03480,1,0,41,1,3705204
03480,1,0,51,1,4985070
03480,1,0,53,1,8700000
03480,2,0,60,1,7010000
03481,1,0,49,1,13300000
03481,2,0,46,1,8763250
03481,2,0,64,1,7100000
03481,2,1,84,1,840000
03482,1,0,38,2,5287860
03482,1,0,39,1,8100000
03482,1,0,56,1,3594420
03482,1,0,63,2,5140045
03483,1,0,33,2,4005068
03483,1,0,47,1,9792853
03483,1,0,48,1,8597144
03483,2,0,67,1,9960450
03484,1,0,46,1,8292116
03484,1,0,54,1,15874424
03484,1,0,64,2,2692625
03484,1,0,71,1,5736667
03485,1,0,48,1,9769080
03485,2,0,61,1,9187760
03485,2,0,83,2,1922100
03485,2,1,85,2,1988468
03486,1,0,43,2,2916920
03486,1,0,49,2,6685160
03486,2,0,55,2,1466374
03486,2,1,74,2,776360
03487,1,0,54,2,1100840
03487,1,0,59,1,4795467
03487,2,0,59,1,8666667
03487,2,1,89,1,1324267
03488,1,0,60,2,2247760
03488,2,0,20,2,450120
03488,2,0,35,1,6643340
03488,2,0,52,1,4430000
03489,1,0,33,2,4190000
03489,1,0,55,2,2773333
03489,1,0,63,1,3354220
03489,2,0,28,2,1122500
03490,1,0,25,2,1890000
03490,1,0,64,1,8979890
03490,2,0,43,2,3020000
03490,2,1,73,2,805000
03491,1,0,52,1,5135282
03491,1,0,61,2,3968000
03491,1,0,73,1,8382923
03491,2,0,27,2,1200000
03492,1,0,50,1,6114510
03492,2,0,25,2,1500000
03492,2,0,29,2,2131960
03492,2,0,54,1,593940
03493,1,0,51,1,8081788
03493,2,0,84,1,441520
03493,2,1,76,1,3603333
03493,2,1,85,1,3967240
03494,1,0,43,1,10150570
03494,1,0,60,1,5127877
03494,2,1,79,1,1199080
03494,2,1,82,1,952970
03495,2,0,33,2,2900000
03495,2,0,45,1,2385457
03495,2,0,64,1,2687340
03495,2,1,68,1,4067390
03496,1,0,40,1,6352010
03496,2,0,47,1,2200000
03496,2,0,52,1,3000000
03496,2,1,73,1,800000
03497,1,0,50,1,7341695
03497,1,0,58,1,9566755
03497,2,0,59,2,2801185
03497,2,1,66,1,2608425
03498,1,0,47,2,2602250
03498,1,0,53,1,1600000
03498,2,0,43,1,5012500
03498,2,1,76,1,1352333
03499,1,0,47,2,2505155
03499,1,0,62,1,2943280
03499,2,0,58,2,667590
03499,2,1,70,1,1799970
03500,1,0,51,1,5393000
03500,2,0,50,1,3500000
03500,2,1,78,1,1540590
03500,2,1,78,1,3573510
03501,1,0,45,2,6581890
03501,2,0,46,1,5955417
03501,2,0,65,1,4423428
03501,2,1,73,1,865380
03502,1,0,39,1,7907480
03502,1,0,62,2,5818900
03502,2,0,72,1,2414060
03502,2,1,77,2,706363
03503,1,0,41,2,2786333
03503,1,0,43,1,4630000
03503,1,0,49,1,6351000
03503,2,1,84,1,1244933
03504,1,0,51,2,3000000
03504,1,0,57,2,3022533
03504,2,0,59,1,3771007
03504,2,0,66,1,4175520
03505,1,0,28,2,2706000
03505,1,0,45,1,2923700
03505,2,0,43,1,2066667
03505,2,0,54,1,5403909
03506,1,0,57,2,78000
03506,2,0,55,2,1636220
03506,2,1,78,1,1380000
03506,2,1,84,1,416667
03507,1,0,23,2,2453293
03507,1,0,35,1,4992035
03507,1,0,51,1,4608070
03507,2,1,72,1,3696555
03508,1,0,56,1,7080205
03508,2,0,47,1,9156289
03508,2,0,57,2,3133333
03508,2,1,78,2,1123095
03509,1,0,39,1,6733333
03509,1,0,59,2,2993723
03509,2,0,61,1,1625500
03509,2,0,62,2,1672390
03510,1,0,35,2,6366205
03510,1,0,36,2,4978977
03510,1,0,48,1,8797007
03510,2,1,74,2,1325355
03511,1,0,23,2,3521860
03511,1,0,46,2,5065760
03511,2,0,48,2,2882263
03511,2,1,84,1,548590
03512,1,0,59,2,2253621
03512,1,0,62,1,5282180
03512,2,0,60,1,11557987
03512,2,0,64,2,670140
03513,1,0,45,2,4515505
03513,1,0,55,1,9441120
03513,2,0,35,2,5000000
03513,2,0,60,1,19900
03514,1,0,40,1,2370190
03514,1,0,46,1,3851332
03514,2,0,57,2,5539440
03514,2,1,73,1,1500000
03515,1,0,33,2,2924054
03515,2,0,61,1,3489750
03515,2,0,62,1,5332520
03515,2,0,64,2,4214500
03516,1,0,35,1,4969139
03516,1,0,48,2,3000000
03516,2,1,85,1,3223630
03516,2,1,85,2,1454627
03517,1,0,51,1,3622107
03517,2,0,32,2,2800000
03517,2,0,51,2,500000
03517,2,0,55,2,1376307
03518,1,0,48,1,4383333
03518,2,0,64,2,557740
03518,2,1,77,1,2546350
03518,2,1,89,1,857600
03519,1,0,45,1,5448842
03519,1,0,45,1,8677693
03519,1,0,49,1,12425363
03519,2,1,73,1,4470400
03520,2,0,43,1,3120000
03520,2,0,49,1,3755432
03520,2,0,50,1,7672897
